net,length_um
_06594_,10.84
_09335_,10.84
_11743_,10.84
_13587_,10.84
_13649_,10.84
_13796_,10.84
u_cpu.cpuregs\[21\]\[31\],10.84
u_cpu.cpuregs\[22\]\[20\],10.84
u_cpu.cpuregs\[7\]\[3\],10.84
u_interconnect.m_axi_awaddr\[15\],10.84
u_sram.mem\[22\]\[22\],10.84
u_sram.mem\[43\]\[11\],10.84
u_sram.mem\[49\]\[16\],10.84
net914,10.84
net4407,10.84
_06071_,10.835
u_sram.mem\[9\]\[16\],10.83
_02020_,10.825
net429,10.825
net1060,10.825
net1408,10.825
net2011,10.825
net4201,10.825
net4965,10.825
_01403_,10.82
_02841_,10.82
_05103_,10.82
_09830_,10.82
_11146_,10.82
_14434_,10.82
u_cpu.cpuregs\[31\]\[22\],10.82
u_sram.mem\[33\]\[26\],10.82
u_sram.mem\[39\]\[11\],10.82
net3879,10.82
_09296_,10.8
_10630_,10.8
_11803_,10.8
_12198_,10.8
cpu_mem_wdata\[20\],10.8
u_sram.mem\[50\]\[13\],10.8
u_sram.mem\[60\]\[11\],10.8
_09763_,10.79
_09877_,10.79
_01553_,10.785
_03329_,10.785
net1758,10.785
_04296_,10.78
_07373_,10.78
_07622_,10.78
_08581_,10.78
_08831_,10.78
_11162_,10.78
_11820_,10.78
_11995_,10.78
_13546_,10.78
_13936_,10.78
b_state\[0\],10.78
u_cpu.cpuregs\[4\]\[19\],10.78
u_sram.mem\[1\]\[1\],10.78
u_sram.mem\[33\]\[14\],10.78
net652,10.78
net1235,10.78
net2189,10.78
net3457,10.78
net3591,10.78
net3742,10.78
net4038,10.78
net4653,10.78
_06098_,10.76
_11686_,10.76
u_sram.mem\[26\]\[19\],10.76
_01127_,10.745
_01315_,10.745
_01000_,10.74
_05099_,10.74
_05845_,10.74
_06041_,10.74
_07681_,10.74
_07703_,10.74
_09622_,10.74
_09710_,10.74
_12082_,10.74
_13185_,10.74
_13209_,10.74
_13954_,10.74
_14511_,10.74
u_cpu.cpuregs\[14\]\[30\],10.74
u_cpu.cpuregs\[17\]\[27\],10.74
u_cpu.cpuregs\[25\]\[14\],10.74
u_cpu.cpuregs\[25\]\[2\],10.74
u_cpu.cpuregs\[4\]\[30\],10.74
u_cpu.cpuregs\[7\]\[24\],10.74
u_sram.mem\[40\]\[14\],10.74
u_sram.mem\[56\]\[0\],10.74
net1063,10.74
net1439,10.74
net1870,10.74
net2227,10.74
net2353,10.74
net2668,10.74
net3799,10.74
net4047,10.74
net4326,10.74
_03260_,10.735
_08182_,10.72
_09443_,10.72
_11834_,10.72
_12292_,10.72
_13576_,10.72
u_cpu.cpuregs\[18\]\[11\],10.72
u_cpu.cpuregs\[30\]\[13\],10.72
u_cpu.cpuregs\[3\]\[9\],10.72
u_cpu.cpuregs\[5\]\[25\],10.72
u_sram.mem\[32\]\[17\],10.72
u_sram.mem\[32\]\[21\],10.72
u_sram.mem\[32\]\[30\],10.72
net614,10.72
_02434_,10.705
_02588_,10.705
net1505,10.705
net2974,10.705
net4794,10.705
_04269_,10.7
_05445_,10.7
_08610_,10.7
_09016_,10.7
_10283_,10.7
_11199_,10.7
_11519_,10.7
_13349_,10.7
_13527_,10.7
_13718_,10.7
u_sram.mem\[36\]\[27\],10.7
u_sram.mem\[37\]\[1\],10.7
u_sram.mem\[37\]\[9\],10.7
net5313,10.7
_01532_,10.695
u_sram.mem\[6\]\[27\],10.69
_13178_,10.68
u_interconnect.m_axi_awaddr\[25\],10.68
u_sram.mem\[11\]\[31\],10.68
u_sram.mem\[16\]\[13\],10.68
u_sram.mem\[27\]\[12\],10.68
net716,10.68
net1771,10.68
net2630,10.68
net3453,10.68
u_cpu.reg_out\[23\],10.675
_03141_,10.665
net2100,10.665
_01041_,10.66
_05001_,10.66
_06480_,10.66
_08648_,10.66
_08714_,10.66
_09549_,10.66
_12938_,10.66
_14502_,10.66
u_sram.mem\[25\]\[15\],10.66
u_sram.mem\[33\]\[16\],10.66
u_sram.mem\[51\]\[17\],10.66
net942,10.66
net2558,10.66
net4955,10.66
net5173,10.66
u_sram.mem\[9\]\[11\],10.65
_00572_,10.64
_03507_,10.64
_04486_,10.64
_06770_,10.64
_07776_,10.64
_08367_,10.64
_09593_,10.64
_12211_,10.64
cpu_mem_addr\[19\],10.64
u_cpu.instr_fence,10.64
u_sram.mem\[17\]\[16\],10.64
u_sram.mem\[2\]\[25\],10.64
u_sram.mem\[52\]\[25\],10.64
net207,10.64
net414,10.64
net821,10.64
net1571,10.64
net3380,10.64
net4382,10.64
_06699_,10.63
_03758_,10.625
net3811,10.625
net4837,10.625
_04252_,10.62
_06628_,10.62
_10614_,10.62
_13380_,10.62
_14269_,10.62
u_sram.mem\[52\]\[23\],10.62
net1798,10.62
net5034,10.62
net5202,10.62
u_cpu.cpuregs\[29\]\[27\],10.615
_00506_,10.605
_04014_,10.605
_11429_,10.605
net2009,10.605
net2482,10.605
net2930,10.605
net4049,10.605
net4156,10.605
net4989,10.605
_05181_,10.6
_06614_,10.6
_07122_,10.6
_08145_,10.6
_12998_,10.6
_14173_,10.6
u_sram.mem\[24\]\[10\],10.6
net1268,10.6
net1290,10.6
net1734,10.6
net2187,10.6
net2231,10.6
net2346,10.6
net2638,10.6
net2710,10.6
net2863,10.6
_06075_,10.595
_00590_,10.585
net320,10.585
net5364,10.585
_06001_,10.58
_09729_,10.58
_13097_,10.58
_14378_,10.58
u_cpu.cpuregs\[3\]\[1\],10.58
u_cpu.cpuregs\[3\]\[24\],10.58
u_cpu.cpuregs\[9\]\[30\],10.58
u_sram.mem\[28\]\[19\],10.58
u_sram.mem\[37\]\[11\],10.58
u_sram.mem\[43\]\[4\],10.58
net2847,10.58
net2902,10.58
_01907_,10.565
_02438_,10.565
_03688_,10.565
_03802_,10.565
net305,10.565
net404,10.565
net680,10.565
net967,10.565
net2950,10.565
_00023_,10.56
_05097_,10.56
_05160_,10.56
_08071_,10.56
_12146_,10.56
_12232_,10.56
net2403,10.56
net3213,10.56
net3883,10.56
net1572,10.555
_08809_,10.54
u_sram.w_strb_r\[0\],10.54
net2386,10.54
_02031_,10.525
_02999_,10.525
net1920,10.525
net2056,10.525
net2279,10.525
net2344,10.525
_06144_,10.52
_11337_,10.52
_14257_,10.52
_14373_,10.52
u_sram.mem\[33\]\[9\],10.52
u_sram.mem\[48\]\[31\],10.52
net2633,10.52
_00147_,10.51
_01741_,10.505
_03305_,10.505
_03723_,10.505
net2186,10.505
net4882,10.505
_06241_,10.5
_06517_,10.5
_06823_,10.5
_07418_,10.5
u_cpu.cpuregs\[10\]\[22\],10.5
u_cpu.cpuregs\[24\]\[11\],10.5
u_cpu.cpuregs\[29\]\[10\],10.5
u_interconnect.m_axi_araddr\[25\],10.5
u_sram.mem\[17\]\[0\],10.5
u_sram.mem\[42\]\[16\],10.5
net1565,10.5
net1625,10.5
net1713,10.5
net4112,10.5
_00528_,10.485
net2697,10.485
net4534,10.485
_05728_,10.48
u_sram.mem\[8\]\[9\],10.48
_00859_,10.46
_04398_,10.46
_05428_,10.46
_06181_,10.46
_08084_,10.46
_08359_,10.46
_08739_,10.46
_11441_,10.46
u_cpu.cpuregs\[12\]\[12\],10.46
u_cpu.cpuregs\[14\]\[17\],10.46
u_cpu.cpuregs\[16\]\[13\],10.46
u_sram.mem\[41\]\[28\],10.46
u_sram.mem\[50\]\[29\],10.46
net3675,10.46
_01461_,10.44
_01534_,10.44
_03152_,10.44
_04554_,10.44
_04592_,10.44
_06596_,10.44
cpu_mem_wdata\[8\],10.44
u_cpu.cpu_state\[2\],10.44
u_interconnect.m_axi_wdata\[1\],10.44
net475,10.44
net584,10.44
net751,10.44
net977,10.44
net1051,10.44
net1170,10.44
net3269,10.44
net3551,10.44
net3739,10.44
net4155,10.44
net5029,10.44
_13973_,10.435
net4522,10.435
_01495_,10.425
_05729_,10.42
_07227_,10.42
_10478_,10.42
_11332_,10.42
net1393,10.42
net1430,10.42
net2234,10.42
net3904,10.42
net4985,10.42
_02103_,10.405
net195,10.405
net247,10.405
_03899_,10.4
_04267_,10.4
_04277_,10.4
_04812_,10.4
_05141_,10.4
_05609_,10.4
_06385_,10.4
_08208_,10.4
_08241_,10.4
_09435_,10.4
_09522_,10.4
_14336_,10.4
u_cpu.cpuregs\[21\]\[1\],10.4
u_cpu.cpuregs\[27\]\[4\],10.4
u_cpu.cpuregs\[3\]\[2\],10.4
u_sram.mem\[10\]\[20\],10.4
u_sram.mem\[16\]\[23\],10.4
u_sram.mem\[16\]\[25\],10.4
u_sram.mem\[19\]\[29\],10.4
u_sram.mem\[52\]\[7\],10.4
net3694,10.4
net3947,10.4
net4450,10.4
net5192,10.4
_02783_,10.385
_00063_,10.38
_02710_,10.38
_02789_,10.38
_02818_,10.38
_04869_,10.38
_06239_,10.38
_07132_,10.38
_10179_,10.38
_10411_,10.38
u_cpu.cpuregs\[20\]\[16\],10.38
u_cpu.cpuregs\[21\]\[16\],10.38
u_cpu.cpuregs\[23\]\[8\],10.38
u_cpu.cpuregs\[25\]\[11\],10.38
u_cpu.cpuregs\[27\]\[29\],10.38
u_cpu.cpuregs\[31\]\[8\],10.38
u_sram.mem\[19\]\[26\],10.38
u_sram.mem\[37\]\[31\],10.38
u_sram.mem\[49\]\[5\],10.38
net33,10.38
net4396,10.38
net5040,10.38
_00926_,10.365
_03275_,10.365
net2836,10.365
net4183,10.365
net4544,10.365
_01411_,10.36
_03182_,10.36
_04125_,10.36
_07980_,10.36
_09816_,10.36
_10741_,10.36
_12088_,10.36
u_cpu.cpuregs\[11\]\[29\],10.36
u_cpu.cpuregs\[13\]\[23\],10.36
u_cpu.cpuregs\[9\]\[3\],10.36
u_sram.mem\[46\]\[9\],10.36
u_sram.mem\[48\]\[12\],10.36
u_sram.mem\[50\]\[11\],10.36
u_sram.mem\[50\]\[7\],10.36
u_sram.mem\[51\]\[29\],10.36
net817,10.36
net1106,10.36
u_sram.mem\[1\]\[6\],10.35
_05248_,10.34
_08375_,10.34
_09962_,10.34
_12239_,10.34
u_sram.mem\[37\]\[4\],10.34
u_sram.mem\[38\]\[5\],10.34
u_sram.mem\[40\]\[18\],10.34
net2158,10.34
net2311,10.34
_01007_,10.325
_03425_,10.325
net370,10.325
net4344,10.325
_00793_,10.32
_01080_,10.32
_03917_,10.32
_04656_,10.32
_05023_,10.32
_05372_,10.32
_06080_,10.32
_06198_,10.32
_07694_,10.32
_08568_,10.32
_08897_,10.32
_09149_,10.32
_09573_,10.32
_09817_,10.32
_10921_,10.32
_11334_,10.32
_11387_,10.32
_12120_,10.32
_12994_,10.32
_13155_,10.32
u_interconnect.m_axi_wdata\[25\],10.32
net449,10.32
net575,10.32
net995,10.32
net1569,10.32
net1694,10.32
net1959,10.32
net2688,10.32
net3294,10.32
net3365,10.32
net3798,10.32
net3943,10.32
net3953,10.32
net4244,10.32
net4360,10.32
net5339,10.32
_00040_,10.3
_11108_,10.3
_11530_,10.3
_14605_,10.3
u_sram.mem\[2\]\[17\],10.3
_11654_,10.28
_13037_,10.28
_13146_,10.28
_13734_,10.28
_14064_,10.28
_14464_,10.28
u_cpu.cpuregs\[15\]\[29\],10.28
u_cpu.cpuregs\[30\]\[19\],10.28
u_cpu.cpuregs\[3\]\[4\],10.28
u_cpu.instr_xor,10.28
u_sram.mem\[35\]\[23\],10.28
u_sram.mem\[45\]\[13\],10.28
net349,10.28
net917,10.28
net1271,10.28
net1354,10.28
net1436,10.28
net2770,10.28
net3643,10.28
net3859,10.28
net4075,10.28
_04644_,10.26
_06232_,10.26
_13394_,10.26
u_cpu.cpuregs\[23\]\[29\],10.26
u_cpu.cpuregs\[9\]\[26\],10.26
u_cpu.cpuregs\[9\]\[29\],10.26
u_sram.mem\[42\]\[19\],10.26
net4072,10.26
u_sram.mem\[61\]\[14\],10.255
_00383_,10.25
_00643_,10.245
_02221_,10.245
net748,10.245
net2106,10.245
net5314,10.245
_01835_,10.24
_06692_,10.24
_07819_,10.24
_08432_,10.24
_09857_,10.24
_10074_,10.24
_11067_,10.24
_02715_,10.235
_02066_,10.225
_02382_,10.22
_09292_,10.22
_14278_,10.22
u_sram.mem\[11\]\[17\],10.22
u_sram.mem\[18\]\[20\],10.22
u_sram.mem\[51\]\[11\],10.22
net947,10.22
net1406,10.22
net2277,10.22
net2531,10.22
net2877,10.22
net3053,10.22
net3072,10.22
net3073,10.22
net3894,10.22
net4216,10.22
net5015,10.22
_06256_,10.21
_01352_,10.205
net444,10.205
net1327,10.205
_01060_,10.2
_04466_,10.2
_04739_,10.2
_05196_,10.2
_05707_,10.2
_09425_,10.2
_10276_,10.2
net523,10.2
net556,10.2
net726,10.2
net3376,10.2
_04689_,10.18
_06220_,10.18
_09403_,10.18
_10234_,10.18
_11502_,10.18
_14443_,10.18
u_sram.mem\[61\]\[27\],10.18
net548,10.18
net667,10.18
net2093,10.18
net2408,10.18
net2498,10.18
net3014,10.18
net3078,10.18
net3124,10.18
net4283,10.18
net4772,10.18
net5232,10.18
_06399_,10.175
net1939,10.175
net1277,10.165
net1760,10.165
net3026,10.165
net3391,10.165
net3745,10.165
net4737,10.165
net4839,10.165
net4993,10.165
net4995,10.165
_06843_,10.16
_07357_,10.16
_09333_,10.16
_09775_,10.16
_11524_,10.16
u_cpu.count_instr\[15\],10.16
u_cpu.cpuregs\[21\]\[18\],10.16
u_cpu.cpuregs\[21\]\[30\],10.16
u_cpu.cpuregs\[31\]\[13\],10.16
u_cpu.cpuregs\[7\]\[9\],10.16
u_sram.mem\[25\]\[29\],10.16
u_sram.mem\[33\]\[2\],10.16
u_sram.mem\[57\]\[2\],10.16
net375,10.16
net1311,10.16
net1475,10.16
net3572,10.16
_01238_,10.145
_01266_,10.145
_02027_,10.145
_02107_,10.145
net1041,10.145
net1914,10.145
net1933,10.145
net2019,10.145
net2081,10.145
net4233,10.145
net4279,10.145
net4481,10.145
net4572,10.145
net4683,10.145
net4704,10.145
_06094_,10.14
_06266_,10.14
_06933_,10.14
_08291_,10.14
_10058_,10.14
_13170_,10.14
_14057_,10.14
u_cpu.cpuregs\[14\]\[26\],10.14
u_interconnect.s1_axi_rdata\[2\],10.14
u_sram.mem\[53\]\[11\],10.14
net2465,10.14
net3252,10.14
_08840_,10.12
_10014_,10.12
_10219_,10.12
_10951_,10.12
_11246_,10.12
_11460_,10.12
u_cpu.cpuregs\[24\]\[30\],10.12
u_cpu.cpuregs\[27\]\[21\],10.12
u_sram.mem\[53\]\[29\],10.12
net3317,10.12
net3447,10.12
net3770,10.12
net5245,10.12
net5409,10.12
u_cpu.cpuregs\[25\]\[24\],10.115
net2444,10.115
_01483_,10.105
_02042_,10.105
net1219,10.105
net2169,10.105
net2332,10.105
net3748,10.105
_02054_,10.1
_04814_,10.1
_06221_,10.1
_07730_,10.1
_08009_,10.1
_11123_,10.1
_11277_,10.1
_11794_,10.1
_11825_,10.1
_13451_,10.1
u_sram.mem\[13\]\[31\],10.1
u_sram.mem\[26\]\[11\],10.1
net754,10.1
net2095,10.1
net2643,10.1
net2907,10.1
net3598,10.1
net3843,10.1
net1020,10.095
_06263_,10.09
_05436_,10.08
_05928_,10.08
_06593_,10.08
_09463_,10.08
_10569_,10.08
u_cpu.cpuregs\[0\]\[21\],10.08
u_cpu.cpuregs\[31\]\[14\],10.08
u_sram.mem\[11\]\[23\],10.08
u_sram.mem\[13\]\[6\],10.08
u_sram.mem\[29\]\[10\],10.08
u_sram.w_strb_r\[2\],10.08
net310,10.08
net350,10.08
net530,10.08
net604,10.08
net3863,10.08
_01723_,10.065
_01880_,10.065
_04085_,10.065
_08755_,10.06
_12270_,10.06
u_cpu.cpuregs\[2\]\[13\],10.06
u_sram.mem\[35\]\[6\],10.06
u_sram.w_data_r\[0\],10.06
net985,10.06
net1010,10.06
net2890,10.06
net3183,10.06
_00247_,10.05
_00613_,10.045
_02643_,10.045
net4788,10.045
_06454_,10.04
_09096_,10.04
_09638_,10.04
_11091_,10.04
_11644_,10.04
_14042_,10.04
u_cpu.count_instr\[30\],10.04
u_cpu.cpuregs\[20\]\[25\],10.04
u_cpu.cpuregs\[23\]\[0\],10.04
u_cpu.cpuregs\[27\]\[20\],10.04
u_cpu.cpuregs\[7\]\[21\],10.04
u_sram.mem\[38\]\[8\],10.04
u_sram.mem\[3\]\[7\],10.04
net364,10.04
net382,10.04
net747,10.04
net3312,10.04
net3875,10.04
_01100_,10.025
_03660_,10.025
_03809_,10.025
net619,10.025
net1124,10.025
net3998,10.025
_04291_,10.02
_06383_,10.02
_08250_,10.02
_11015_,10.02
u_cpu.cpuregs\[26\]\[28\],10.02
net4877,10.02
net5002,10.015
_03052_,10
_04126_,10
_09459_,10
_13719_,10
u_cpu.cpuregs\[12\]\[18\],10
u_cpu.cpuregs\[16\]\[14\],10
u_sram.mem\[17\]\[26\],10
u_sram.mem\[42\]\[22\],10
u_sram.mem\[43\]\[9\],10
u_sram.mem\[55\]\[18\],10
u_sram.mem\[55\]\[21\],10
u_sram.mem\[61\]\[6\],10
net769,10
net1701,10
net2815,10
net3780,10
net1633,9.985
net4073,9.985
_01085_,9.98
_03055_,9.98
_04149_,9.98
_05000_,9.98
_05861_,9.98
_08398_,9.98
_09339_,9.98
_09986_,9.98
_10560_,9.98
_11827_,9.98
u_sram.mem\[29\]\[22\],9.98
u_sram.mem\[3\]\[16\],9.98
u_sram.mem\[50\]\[30\],9.98
u_sram.mem\[8\]\[0\],9.98
net189,9.98
net374,9.98
net640,9.98
net810,9.98
net834,9.98
net2157,9.98
net2338,9.98
net2612,9.98
net2757,9.98
net3212,9.98
net4240,9.98
net5175,9.98
u_sram.mem\[9\]\[9\],9.97
_01222_,9.96
_01873_,9.96
_02052_,9.96
_05540_,9.96
_05870_,9.96
_07711_,9.96
_09054_,9.96
_09307_,9.96
_13154_,9.96
u_sram.mem\[38\]\[15\],9.96
u_sram.mem\[38\]\[21\],9.96
net68,9.96
net1796,9.96
net2015,9.96
net4593,9.96
net4750,9.96
net3989,9.955
net4416,9.955
_00168_,9.95
_01193_,9.94
_01981_,9.94
_02673_,9.94
_04638_,9.94
_05279_,9.94
_06484_,9.94
_08477_,9.94
_09743_,9.94
_09747_,9.94
_10876_,9.94
_11647_,9.94
_11992_,9.94
_14263_,9.94
_14468_,9.94
u_cpu.reg_next_pc\[18\],9.94
u_sram.mem\[12\]\[13\],9.94
u_sram.mem\[14\]\[21\],9.94
u_sram.mem\[18\]\[29\],9.94
u_sram.mem\[19\]\[14\],9.94
u_sram.mem\[21\]\[2\],9.94
u_sram.mem\[36\]\[6\],9.94
u_sram.mem\[44\]\[25\],9.94
u_sram.mem\[45\]\[7\],9.94
net395,9.94
net798,9.94
net1087,9.94
net1348,9.94
net1514,9.94
net1668,9.94
net2254,9.94
net2742,9.94
net3857,9.94
net5253,9.94
_02531_,9.925
net1710,9.925
net1926,9.925
_01298_,9.92
_06380_,9.92
_09367_,9.92
_09455_,9.92
_10580_,9.92
_12730_,9.92
_13103_,9.92
u_cpu.cpuregs\[22\]\[29\],9.92
u_cpu.cpuregs\[25\]\[13\],9.92
u_cpu.cpuregs\[2\]\[31\],9.92
u_cpu.pcpi_rs2\[14\],9.92
u_sram.mem\[41\]\[23\],9.92
u_sram.mem\[48\]\[6\],9.92
u_sram.mem\[52\]\[14\],9.92
net1702,9.92
net3545,9.92
net4102,9.92
u_interconnect.m_axi_wstrb\[1\],9.915
_02347_,9.905
_02392_,9.905
_02587_,9.905
_03757_,9.905
net380,9.905
net2337,9.905
net2977,9.905
net4723,9.905
net4765,9.905
_05195_,9.9
_06585_,9.9
_09002_,9.9
_10515_,9.9
_11207_,9.9
_11918_,9.9
_12079_,9.9
_13632_,9.9
u_cpu.count_cycle\[28\],9.9
u_sram.mem\[10\]\[7\],9.9
u_sram.mem\[16\]\[19\],9.9
u_sram.mem\[22\]\[25\],9.9
u_sram.mem\[61\]\[3\],9.9
net750,9.9
_02735_,9.895
_06687_,9.89
_00920_,9.88
_00921_,9.88
_08205_,9.88
_08891_,9.88
_10507_,9.88
_13530_,9.88
_13638_,9.88
u_cpu.cpuregs\[6\]\[0\],9.88
u_sram.mem\[4\]\[25\],9.88
net1245,9.88
net3263,9.88
net4631,9.88
_03058_,9.865
net488,9.865
net1107,9.865
net1614,9.865
net1652,9.865
net1703,9.865
_00765_,9.86
_03114_,9.86
_04352_,9.86
_05699_,9.86
_06711_,9.86
_07674_,9.86
_08606_,9.86
_10059_,9.86
_10572_,9.86
_11155_,9.86
_11500_,9.86
_11971_,9.86
_12000_,9.86
_12101_,9.86
u_sram.mem\[4\]\[16\],9.86
u_uart.u_tx.shift_reg\[7\],9.86
net345,9.86
net447,9.86
net1101,9.86
net1876,9.86
net2123,9.86
net2276,9.86
net2325,9.86
net2586,9.86
net2880,9.86
net3323,9.86
net3736,9.86
net4018,9.86
net4044,9.86
net4231,9.86
net4542,9.86
_00179_,9.85
_04564_,9.84
_06076_,9.84
_06419_,9.84
_12257_,9.84
_13630_,9.84
u_cpu.cpuregs\[21\]\[2\],9.84
u_sram.mem\[13\]\[9\],9.84
u_sram.mem\[45\]\[18\],9.84
net257,9.84
net1427,9.84
net2528,9.825
_04233_,9.82
_04311_,9.82
_04911_,9.82
_05152_,9.82
_06615_,9.82
_08639_,9.82
_08966_,9.82
_09859_,9.82
_10050_,9.82
_10486_,9.82
_10596_,9.82
_12097_,9.82
_13159_,9.82
_13943_,9.82
_14514_,9.82
u_cpu.cpuregs\[10\]\[3\],9.82
u_cpu.cpuregs\[31\]\[1\],9.82
u_sram.mem\[36\]\[18\],9.82
u_sram.mem\[59\]\[19\],9.82
u_sram.mem\[62\]\[27\],9.82
net1068,9.82
net1477,9.82
net1503,9.82
net1686,9.82
net1977,9.82
net2734,9.82
net3467,9.82
net4247,9.82
net4284,9.82
net4363,9.82
net4429,9.82
net2111,9.81
_01705_,9.8
_04384_,9.8
_04729_,9.8
_04746_,9.8
_06214_,9.8
_08689_,9.8
_10963_,9.8
_13105_,9.8
_14583_,9.8
u_sram.mem\[13\]\[15\],9.8
u_sram.mem\[17\]\[10\],9.8
u_sram.mem\[18\]\[31\],9.8
u_sram.mem\[44\]\[10\],9.8
_00508_,9.785
_02663_,9.785
net391,9.785
net1762,9.785
net2035,9.785
net4330,9.785
_05217_,9.78
_06460_,9.78
_06553_,9.78
_08013_,9.78
_08188_,9.78
_08962_,9.78
_09334_,9.78
_09604_,9.78
_09813_,9.78
_11129_,9.78
_13534_,9.78
_13756_,9.78
_14509_,9.78
u_sram.mem\[38\]\[9\],9.78
u_sram.mem\[43\]\[20\],9.78
net3039,9.78
_03500_,9.76
_04821_,9.76
_09552_,9.76
_10704_,9.76
u_sram.mem\[11\]\[22\],9.76
u_sram.mem\[62\]\[28\],9.76
net297,9.76
net927,9.76
net1070,9.76
net1122,9.76
net3070,9.76
net3261,9.76
net5069,9.76
net5235,9.76
_00081_,9.75
_01475_,9.745
net1352,9.745
net1663,9.745
_06025_,9.74
_07833_,9.74
_08103_,9.74
_09063_,9.74
_09293_,9.74
_09781_,9.74
_10443_,9.74
_11909_,9.74
_14222_,9.74
_14363_,9.74
u_sram.mem\[39\]\[19\],9.74
u_sram.mem\[41\]\[15\],9.74
u_sram.mem\[48\]\[24\],9.74
u_sram.mem\[60\]\[13\],9.74
u_sram.mem\[7\]\[6\],9.74
net733,9.74
net1173,9.74
net2645,9.74
net2728,9.725
_04527_,9.72
_04923_,9.72
_06258_,9.72
_06942_,9.72
_09109_,9.72
_10924_,9.72
_12158_,9.72
_13984_,9.72
_14142_,9.72
u_sram.mem\[32\]\[26\],9.72
u_sram.mem\[49\]\[9\],9.72
net241,9.72
net858,9.72
net871,9.72
net925,9.72
net1151,9.72
net1922,9.72
net2038,9.72
net2206,9.72
net2441,9.72
net2480,9.72
net2488,9.72
net3589,9.72
_00082_,9.71
_01184_,9.705
net2516,9.705
net2860,9.705
net4323,9.705
net4768,9.705
net4780,9.705
net4820,9.705
net4849,9.705
net4878,9.705
net4888,9.705
net4963,9.705
net4974,9.705
net5348,9.705
_06163_,9.7
_08852_,9.7
_09331_,9.7
_09831_,9.7
_10309_,9.7
_11283_,9.7
_13877_,9.7
_13889_,9.7
u_cpu.cpuregs\[16\]\[12\],9.7
u_cpu.cpuregs\[30\]\[31\],9.7
u_cpu.cpuregs\[31\]\[3\],9.7
u_cpu.cpuregs\[7\]\[30\],9.7
u_cpu.instr_srai,9.7
u_sram.mem\[25\]\[20\],9.7
u_sram.mem\[54\]\[16\],9.7
u_sram.mem\[58\]\[28\],9.7
u_sram.mem\[61\]\[12\],9.7
net720,9.7
_10326_,9.69
_01178_,9.685
_01396_,9.685
_02647_,9.685
net4024,9.685
_04748_,9.68
_06997_,9.68
_11390_,9.68
_12287_,9.68
_13625_,9.68
u_sram.mem\[19\]\[25\],9.68
u_sram.mem\[33\]\[4\],9.68
u_sram.mem\[45\]\[15\],9.68
net827,9.68
net3890,9.68
net4066,9.68
_07965_,9.67
_04609_,9.66
u_cpu.cpuregs\[29\]\[3\],9.66
u_sram.mem\[43\]\[13\],9.66
net2525,9.66
net2542,9.66
net2572,9.66
net2573,9.66
net2698,9.66
net2727,9.66
net2991,9.66
net3299,9.66
net3951,9.66
net3961,9.66
net5363,9.66
_02679_,9.655
_00564_,9.645
_02191_,9.645
net1226,9.645
net1480,9.645
net2211,9.645
_04768_,9.64
_05532_,9.64
_07494_,9.64
_07841_,9.64
_10847_,9.64
_12276_,9.64
_14188_,9.64
net1800,9.64
net3227,9.64
net4432,9.64
net4916,9.64
net5267,9.64
_04223_,9.625
_00054_,9.62
_04559_,9.62
_06381_,9.62
_08239_,9.62
_09138_,9.62
_10220_,9.62
_10969_,9.62
_10973_,9.62
_11168_,9.62
_11604_,9.62
u_cpu.cpuregs\[10\]\[8\],9.62
u_cpu.cpuregs\[7\]\[19\],9.62
u_sram.mem\[25\]\[17\],9.62
u_sram.mem\[40\]\[27\],9.62
u_sram.mem\[48\]\[26\],9.62
u_sram.mem\[48\]\[2\],9.62
net245,9.62
net847,9.62
net1486,9.62
net1966,9.62
net2050,9.62
net2661,9.62
net3908,9.62
net5156,9.62
uart_rx,9.61
net1564,9.61
net1778,9.605
_04562_,9.6
_06095_,9.6
_07035_,9.6
_07500_,9.6
_07768_,9.6
_10967_,9.6
u_cpu.cpuregs\[8\]\[25\],9.6
u_sram.mem\[44\]\[24\],9.6
net193,9.6
net1974,9.6
net2870,9.6
net3205,9.6
net3870,9.6
u_sram.mem\[34\]\[14\],9.595
_02846_,9.585
u_sram.mem\[2\]\[3\],9.585
net206,9.585
net2226,9.585
net4679,9.585
_04324_,9.58
_04902_,9.58
_10068_,9.58
u_cpu.cpuregs\[3\]\[0\],9.58
u_sram.mem\[38\]\[0\],9.58
u_sram.mem\[44\]\[1\],9.58
u_sram.mem\[4\]\[31\],9.58
net694,9.58
_02935_,9.565
_03334_,9.565
net2495,9.565
_06126_,9.56
_09973_,9.56
u_cpu.cpuregs\[18\]\[25\],9.56
net1757,9.56
_02110_,9.545
_02708_,9.545
_02584_,9.54
_04333_,9.54
_05534_,9.54
_11493_,9.54
_12167_,9.54
u_cpu.cpuregs\[22\]\[27\],9.54
net3266,9.54
net3687,9.54
net3876,9.54
net3970,9.54
_02449_,9.525
_02540_,9.525
net105,9.525
net287,9.525
net1228,9.525
net2477,9.525
_00763_,9.52
_00833_,9.52
_01290_,9.52
_02754_,9.52
_03063_,9.52
_04872_,9.52
_06600_,9.52
_08101_,9.52
_08506_,9.52
_10316_,9.52
_10884_,9.52
_12111_,9.52
_12294_,9.52
_14135_,9.52
_14527_,9.52
u_sram.mem\[22\]\[9\],9.52
u_sram.mem\[30\]\[6\],9.52
u_sram.mem\[3\]\[25\],9.52
u_sram.mem\[58\]\[23\],9.52
